NAME,ORG_NAME,ORG_ID
CPE-14,IPC00172,72
CPE25-Performance-DUT,IPC00190,90
CPE26-HKG-SINGLE-CPE-HYBRID-IPC00190-IPV6,IPC00190,90
CPE27-SIN-SINGLE-CPE-HYBRID-IPC00190,IPC00190,90
