VNF_GATEWAY_HOSTNAME,VRF_NAME,BGP_ID,COMMUNITY
NV-VNF-GW2-XBT,IPC04932-LAN1-VRF,6201,33:20
NV-VNF-GW2-XBT,IPC05020-LAN1-VRF,6801,33:20
NV-VNF-GW2-XBT,IPC05144-LAN1-VRF,7301,33:20
NV-VNF-GW2-XBT,IPC05162-LAN1-VRF,7601,33:20
NV-VNF-GW2-XBT,IPC05319-LAN1-VRF,8101,33:20
NV-VNF-GW2-XBT,IPC05517-LAN1-VRF,9801,33:20
NV-VNF-GW2-XBT,IPC05521-LAN1-VRF,10001,33:20
NV-VNF-GW2-XBT,IPC05538-LAN1-VRF,10901,33:20
NV-VNF-GW2-XBT,IPC05541-LAN1-VRF,11001,33:20
NV-VNF-GW2-XBT,IPC05548-LAN1-VRF,11501,33:20
NV-VNF-GW2-XBT,IPC05567-LAN1-VRF,12501,33:20
NV-VNF-GW2-XBT,IPC05569-LAN1-VRF,12701,33:20
NV-VNF-GW2-XBT,IPC05570-LAN1-VRF,13201,33:20
NV-VNF-GW2-XBT,IPC05577-LAN1-VRF,13501,33:20
NV-VNF-GW2-XBT,IPC060800966-LAN1-VRF,8501,33:20
